site_name,avulsion_year,p95_zscore,p95_mean,p95_std,p95_avulsion_window,global_mean,global_p95,av_type,site_area
R32.2,2012,1.0465867832303852,413.20594976666655,86.59065371876021,503.8305835,188.1643033859813,437.9982839999998,retrogradational,South America
R33,1986,-0.6043429368428557,453.81342767777767,93.19533619770397,397.49148449999996,205.7689961990654,499.451126,retrogradational,South America
R34.1,2002,-0.48501261976298654,675.548756311111,131.73621923968577,611.6550274999998,302.4692225850467,751.4730109999999,retrogradational,South America
R34.2,2012,0.32931117151584255,675.548756311111,131.73621923968577,718.9309649999998,302.4692225850467,751.4730109999999,retrogradational,South America
R35.2,1990,0.18937613534171324,680.1063847333332,132.74137853382166,705.2444339999998,304.92419634018694,722.3030249999999,retrogradational,South America
R41,1989,2.059990029752972,732.6637086555555,215.56709009785604,1176.7297649999996,444.08162536448606,870.5497019999999,retrogradational,Tropical Island
R42,2004,-0.7165970633791471,371.19178965555557,55.24604087668344,331.6026389999999,230.1232186990654,400.11058599999984,retrogradational,Tropical Island
R43,1992,-0.14016007091744798,374.8827552333333,44.45534446827717,368.651891,236.7166333233645,405.3449499999999,retrogradational,Tropical Island
R44,1989,0.8302529675895755,364.17260203333336,41.27907674472593,398.4446779999999,230.29425943551402,392.240614,retrogradational,Tropical Island
R45,1987,0.6841710208783321,577.6639838222221,102.91361959088165,648.0745,320.03061391588784,617.69637,retrogradational,Tropical Island
R46,1993,0.3214848497371663,329.7279359111111,63.377534292973735,350.10285299999987,159.6197930282243,374.2461599999999,retrogradational,South America
R48,2002,0.840270796778915,343.6909174666666,51.737791792818676,387.16467299999994,191.57640958785046,382.01641999999987,retrogradational,South America
R49,2000,-0.7460052907146255,517.4830480777777,85.10740656672532,453.9924724999999,276.9771005719626,561.1016279999997,retrogradational,South America
R5,1995,1.333945739499457,390.33711735555545,69.18399370507669,482.62481099999974,209.4702823046729,418.9688009999999,retrogradational,Tropical Island
R51,1993,2.0102190232233528,290.46524531111106,51.042755791038196,393.072364,166.35590009719627,319.728968,retrogradational,South America
R52.2,2012,0.5935664935970479,333.8203380222222,64.31253429829316,371.99410349999994,165.64559472728973,372.00727499999965,retrogradational,South America
R53,2001,-0.8004568651387352,409.0488264333332,73.9587815554216,349.8480119999999,262.33617006168225,433.7156499999998,retrogradational,South America
R6,2006,0.8530509192205868,379.6619831222222,69.28194501188396,438.76300999999995,201.71482258878504,415.14123099999966,retrogradational,Tropical Island
R7,2006,1.1022523485315865,378.67962846666666,68.92044878338154,454.6473549999999,200.26201228485982,409.10781899999995,retrogradational,Tropical Island
RUS.002.1988,1988,0.7353758031370505,55.99373472888888,18.865285901344233,69.86680949999997,25.58906770300187,63.16421589999992,delta,Asia
RUS.002.1996,1996,-0.3464981814199188,57.14959293999999,18.8480354016212,50.618782949999996,26.715341912779444,65.5801889999999,delta,Asia
SA0210.1996,1996,0.9641148978208351,98.61229731999998,43.86246470787185,140.90075299999984,36.542560504691586,117.79830879999994,delta,South America
SA0505.1999,1999,2.316204794292295,153.00067378999995,149.5355432574463,499.35561599999994,40.87298412983178,213.59420999999978,delta,South America
SAMBAO.2004,2004,0.6511212392762391,457.7464880888888,108.22574454711483,528.2145689999999,124.32451170034577,539.72345,delta,Tropical Island
SUMA2.2005,2005,0.5934764398576372,226.72127520777778,63.65568328421645,264.49942349999986,119.0136119115888,268.6593609999996,delta,Tropical Island
Sulengguole.1990,1990,1.8822521577969773,19.708340921222216,9.358831204314027,37.32402114999998,5.390618802366355,23.233660699999987,delta,Asia
Sulengguole.1997,1997,-0.05546574245114432,19.708340921222216,9.358831204314027,19.189246400000002,5.390618802366355,23.233660699999987,delta,Asia
Sulengguole.2003,2003,-0.5255017441660009,19.708340921222216,9.358831204314027,14.7902588,5.390618802366355,23.233660699999987,delta,Asia
Sulengguole.2008,2008,0.06359790456562586,19.708340921222216,9.358831204314027,20.30354297499998,5.390618802366355,23.233660699999987,delta,Asia
Sulongguole.2007,2007,1.6104551839582495,19.708340921222216,9.358831204314027,34.78031914999997,5.390618802366355,23.233660699999987,delta,Asia
TKMN.001.2008,2008,-0.003693172059984484,30.108295748888874,8.14270182933371,30.078223349999995,10.325990603609347,34.5011138,fan,Central Asia
TURK.001.1993,1993,0.745677008369873,89.15458827444444,17.409087419678627,102.13614449999999,41.67575263562617,97.62737499999997,delta,Central Asia
TURK.002.1991,1991,-1.032431669871001,141.76545482222215,41.601752905922346,98.81448759999998,61.84384528936449,160.64332999999996,delta,Central Asia
UZB.001.1994,1994,1.061754685630297,45.51467955666665,12.969219377787695,59.28480899999998,14.78645965419256,52.69740899999999,delta,Central Asia
V1,2012,-0.6321918043162303,645.2283767666667,80.7127661546573,594.2024274999999,441.1314962915888,686.9671789999999,fan,South America
V10,2017,0.21000719162764542,788.6144146888889,93.44126579200343,808.2377524999999,448.93307691775703,832.1887559999999,fan,South America
V11,2002,0.061093144840170234,344.1011717333333,43.42333781649293,346.7540399999999,173.8459443293458,369.0938259999999,intra-lobe,South America
V12.1,2016,-0.9873237980693953,462.95457073333336,72.71077621516785,391.165491,250.67757423925235,505.882219,fan,South America
V12.2,2017,-0.8535212174008845,462.95457073333336,72.71077621516785,400.8943805,250.67757423925235,505.882219,fan,South America
V12.3,2014,0.16836226215548017,462.95457073333336,72.71077621516785,475.1963214999999,250.67757423925235,505.882219,fan,South America
V13,2017,-0.8295293758873231,465.6402566444444,87.02978850775587,393.4464904999999,242.6317127906542,504.35320099999996,fan,South America
V14,2003,0.43877944706737093,263.52634073333337,38.12902787148502,280.25657449999994,126.70283072990655,291.494201,intra-lobe,South America
V4,2017,-0.2660512136516014,553.2302411555556,84.58712270723086,530.7257344999999,305.9381707766355,616.5844199999999,fan,South America
V5.1,2016,-0.8392414603035451,439.6085648999999,55.29070368284324,393.20631399999996,233.83933081457943,483.4540179999999,fan,South America
V5.2,2016,1.075589376954806,413.08959197777773,57.75074099196146,475.2056754999999,220.93631179383178,443.7942439999998,fan,South America
V6,2011,1.280343866626996,413.08959197777773,57.75074099196146,487.0303989999998,220.93631179383178,443.7942439999998,,South America
V7,2011,0.3614492643897276,355.72579336666666,53.592386378318345,375.0967219999999,176.6672223706542,381.73999999999995,intra-lobe,South America
V8,2014,-0.7336572936367739,646.0670576333332,76.79599947005721,589.7251124999999,372.63493964485986,686.56853,fan,South America
V9,2014,-0.6296980428311396,788.6144146888889,93.44126579200343,729.7746325,448.93307691775703,832.1887559999999,fan,South America
VENEZ2.1986,1986,-0.5775723590122711,277.2849755666666,49.244578835640596,248.84266799999992,142.79508845408597,310.9615429999998,delta,South America
VENEZ2.2009,2009,0.5928711672157319,277.2849755666666,49.244578835640596,306.4806665,142.79508845408597,310.9615429999998,delta,South America
