site_name,avulsion_year,p95_zscore,p95_mean,mean_zscore,med_zscore,av_type,site_area
R48,2002,-0.8482757411689693,551.7538191388888,-0.9416313695443764,-0.40340800850493813,retrogradational,South America
R49,2000,-1.6028269169810827,2398.2617145833337,-1.2460953740256153,-1.3988821720767415,retrogradational,South America
R5,1995,-0.0003386053589356524,38.0455078263889,-0.1919990767166027,0.05243500177104083,retrogradational,Tropical Island
R51,1993,0.1584090102686791,75.82658420138891,0.6495134237055958,0.2543720878096555,retrogradational,South America
R52.2,2012,0.7641959490181728,38.274869791666674,-0.1876587244851471,-0.42378580463801097,retrogradational,South America
R53,2001,-0.1460923563754476,216.18172731944446,-0.3264520991830136,-0.18074380274315524,retrogradational,South America
R6,2006,1.1240316926045935,76.75677083333335,0.6117773566290932,0.4701529258894174,retrogradational,Tropical Island
R7,2006,1.1320190090566742,61.96634114583334,0.6070172526576013,0.5000973068680351,retrogradational,Tropical Island
RUS.002.1988,1988,0.596963016673484,286.9864790138889,0.713262565143861,0.18090956160994817,delta,Asia
RUS.002.1996,1996,0.37043960047668384,286.1169261250001,0.3912655706121411,0.78898165986475,delta,Asia
SA0210.1996,1996,-0.6258137410802471,0.3237738715277778,-0.685719454044906,-0.4326944035590641,delta,South America
SA0505.1999,1999,1.7757139303131677,792.350893138889,1.5426590785286316,0.8441707757448776,delta,South America
SAMBAO.2004,2004,0.8520450279559764,272.15494829166676,1.1221137638508996,0.45589741481853324,delta,Tropical Island
SUMA2.2005,2005,-0.5035206919184174,85.49093974027781,-0.7400521417737936,-1.0934666925631735,delta,Tropical Island
Sulengguole.1990,1990,1.6673994841649673,73.20218108472224,1.6769298857237072,0.8177848252178681,delta,Asia
Sulengguole.1997,1997,-0.14250389581426515,73.20218108472224,-0.09707428065087945,-0.32855721302825436,delta,Asia
Sulengguole.2003,2003,-0.13930531140307995,73.20218108472224,-0.14927677659887462,-0.3961261543069892,delta,Asia
Sulengguole.2007,2007,-0.14179624439586108,73.20218108472224,-0.1234689664912009,-0.2283687828563372,delta,Asia
Sulengguole.2008,2008,-0.393083267600301,73.20218108472224,-0.1225240886078821,0.03025716479675142,delta,Asia
Sulongguole.2007,2007,-0.14179624439586108,73.20218108472224,-0.1234689664912009,-0.2283687828563372,delta,Asia
TKMN.001.2008,2008,-0.7809742882540309,0.07075737847222224,-1.0393676488372463,,fan,Central Asia
TURK.001.1993,1993,0.944093428058092,0.753559027777778,1.072315237974809,-0.5270462766947299,delta,Central Asia
TURK.002.1991,1991,-0.6202032142435059,189.88997394444448,-0.6681643822917347,-0.6498347081128862,delta,Central Asia
UZB.001.1994,1994,0.3675027522383957,9.443381076388896,0.9364967039468594,1.6486553593176037,delta,Central Asia
V1,1998,0.47269359046942394,171.65644558333335,0.24113695274907812,-0.26910992080209983,fan,South America
V10,1997,0.48760383053251133,1036.4607815833333,-0.012191161918882323,-0.16799458333909373,fan,South America
V11,2017,-0.18967683872922417,372.8182286111112,-0.25740969175564077,-0.10975488518177495,intra-lobe,South America
V12.1,1997,-0.6891054660648198,270.1317705138889,-0.3906165996542591,-0.21587558928788902,fan,South America
V12.2,2011,2.755349552415071,270.1317705138889,1.7079536185082302,1.408354391252124,fan,South America
V12.3,2016,-0.06646848824948172,270.1317705138889,-0.5422552944954242,-0.7607948516209917,fan,South America
V13,2000,-0.3588723449600808,265.55936375,-0.31029142865665976,-0.5410146180736013,fan,South America
V14,2016,-0.7651753218471242,141.45106348611114,-0.6928541602768595,-0.6693895365648188,intra-lobe,South America
V4,2009,-0.5169890643185935,68.36382382083335,-0.6466290121408766,-0.6407226023999919,fan,South America
V5.1,1991,0.45601632903706524,60.647200509722225,1.071019004779209,1.3115792700943087,fan,South America
