OBJECTID,Join_Count,TARGET_FID,site_name,avulsion_year,z_p95_q,zlog_p95_q,z_mean_q,zlog_mean_q,z_flood_dur,zlog_flood_dur,av_type,site_area,site_lat,site_lon,country,continent,identity,climate
110,1,110,JA.12.Eritrea,2006,1.841517303,1.418215238,0.056982283,0.202137478,-0.04966831,0.439944534,delta,Africa,15.714171,39.427118,Eritrea,Africa,15bfd56d-9155-410d-2d9f-3c868dce70cb,BWh Arid-Desert-Hot
111,1,111,JA.18.PNG.1994.1994,1994,0.740851297,0.843094362,-0.097029263,0.067743167,-0.014332122,0.438985285,fan,Pacific Islands,-6.69266,147.32834,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
112,1,112,JA.25.India.1990,1990,0.158164658,0.253424543,0.8329116,0.599479867,0.200374899,0.4318204,fan,Himalaya,26.929021,92.422025,India,Asia,bd499a5c-1b1d-fbbd-727e-f431d021771b,Cwa Temperate-Dry_Winter-Hot_Summer
113,1,113,JA.25.India.1996,1996,2.560971205,1.184730719,2.092973317,1.168301539,1.773014258,1.002575917,fan,Himalaya,26.929021,92.422025,India,Asia,bd499a5c-1b1d-fbbd-727e-f431d021771b,Cwa Temperate-Dry_Winter-Hot_Summer
114,1,114,JA.26.Ethiopia.1988,1988,0.784434745,0.784434745,0.990642248,0.817320477,2.047451684,1.163684538,fan,Africa,4.7164481,36.193232,Ethiopia,Africa,de6ed410-1818-4243-131a-c58c8a8ec79b,BSh Arid-Steppe-Hot
115,1,115,JA.26.Ethiopia.1992,1992,-0.359893633,-0.359893633,-0.320919551,0.254976552,-0.073469284,0.442604786,fan,Africa,4.7164481,36.193232,Ethiopia,Africa,de6ed410-1818-4243-131a-c58c8a8ec79b,BSh Arid-Steppe-Hot
116,1,116,JA.26.Ethiopia.1998,1998,3.787003286,3.787003286,3.587137438,1.221765917,1.659114042,1.079163073,fan,Africa,4.7164481,36.193232,Ethiopia,Africa,de6ed410-1818-4243-131a-c58c8a8ec79b,BSh Arid-Steppe-Hot
117,1,117,JA.26.Ethiopia.2002,2002,-0.173989335,-0.173989335,-0.114134247,0.401738094,0.255124106,0.621852837,fan,Africa,4.7164481,36.193232,Ethiopia,Africa,de6ed410-1818-4243-131a-c58c8a8ec79b,BSh Arid-Steppe-Hot
118,1,118,JA.26.Ethiopia.2009,2009,-0.778312113,-0.778312113,-0.766124982,-0.493743159,-0.90988882,-0.666641306,fan,Africa,4.7164481,36.193232,Ethiopia,Africa,de6ed410-1818-4243-131a-c58c8a8ec79b,BSh Arid-Steppe-Hot
119,1,119,JA.26.Ethiopia.2011,2011,0.669716449,0.669716449,0.307110648,0.605815345,0.643461748,0.784140903,fan,Africa,4.7164481,36.193232,Ethiopia,Africa,de6ed410-1818-4243-131a-c58c8a8ec79b,BSh Arid-Steppe-Hot
120,1,120,JA.28.Eritrea.1997.1997,1997,0.311085575,0.440513567,0.462446264,0.624574417,0.672349701,0.78063532,delta,Africa,15.23647,39.686968,Eritrea,Africa,15bfd56d-9155-410d-2d9f-3c868dce70cb,BWh Arid-Desert-Hot
121,1,121,JA.30.Eritrea.2007.2007,2007,1.070053242,1.052831954,0.177462152,0.311094611,0.671408721,0.842826525,delta,Africa,15.826031,39.304366,Eritrea,Africa,15bfd56d-9155-410d-2d9f-3c868dce70cb,BWh Arid-Desert-Hot
122,1,122,JA.34.Morocco.2001.2001,2001,0.015518296,0.220127543,0.09199946,0.278329959,-0.332147088,-0.028876172,delta,Africa,35.314136,-4.973272,Morocco,Africa,fa65bcb7-9e3e-bcc9-f69c-f0de974f4919,Csa Temperate-Dry_Summer-Hot_Summer
123,1,123,JA.35.Madagascar.2000.2000,2000,0.97323351,0.973415814,1.176220925,1.106146858,1.522913038,0.908081171,delta,Madagascar,-21.05695,43.890611,Madagascar,Africa,a24cc239-1b53-efa0-f913-fc650be88240,BSh Arid-Steppe-Hot
124,1,124,JA.36.Eritrea.2005.2005,2005,-0.738960957,-0.72039598,-0.638132604,-0.592486976,-0.466324358,-0.587556662,delta,Africa,17.537548,38.797771,Eritrea,Africa,15bfd56d-9155-410d-2d9f-3c868dce70cb,BWh Arid-Desert-Hot
125,1,125,JA.37.Somalia.1989.1989,1989,4.483396069,2.046352083,3.768146356,1.940204752,1.301767958,1.327316658,delta,Africa,10.589742,44.054035,Somaliland,Africa,bef1185b-bb30-ea3c-dfb8-54cb34b31070,BWh Arid-Desert-Hot
126,1,126,JA.38.Madagascar.1994.1994,1994,1.425816646,0.882908748,0.993808035,0.83892809,0.823385345,0.688121538,delta,Madagascar,-20.48389,44.163135,Madagascar,Africa,a24cc239-1b53-efa0-f913-fc650be88240,BSh Arid-Steppe-Hot
127,1,127,JA.4.Kosi.2008.2008,2008,1.194412938,0.669867128,0.887989563,0.651464571,1.103116599,0.828494018,fan,Himalaya,26.600541,87.010028,Nepal,Asia,bd499a5c-1b1d-fbbd-727e-f431d021771b,Cwa Temperate-Dry_Winter-Hot_Summer
128,1,128,JA.40.NewGuinea.Madang.1989.1989,1989,1.267594563,1.218207745,0.63337276,0.675071276,0.327461657,0.554018064,delta,Pacific Islands,-5.509766,145.89913,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
129,1,129,JA.69.PNG.2004,2004,0.105877301,0.204485152,0.347796621,0.417863592,0.056398817,0.375938455,delta,Pacific Islands,-5.472425,145.73921,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
130,1,130,JA.69.PNG.2009,2009,0.402090849,0.481372701,0.110093793,0.192976107,-0.098175719,0.260784415,delta,Pacific Islands,-5.472425,145.73921,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
131,1,131,JA.8.India.2004.2004,2004,1.0114922,0.607521195,1.275224756,0.83675458,0.990591429,0.721559616,fan,Himalaya,26.783104,90.956522,India,Asia,bd499a5c-1b1d-fbbd-727e-f431d021771b,Cwa Temperate-Dry_Winter-Hot_Summer
132,1,132,JA.82.DeinNewGuinea.2012,2012,0.682123537,0.697589934,1.14243798,1.102846168,0.793894131,0.78620144,delta,Pacific Islands,-5.517249,146.07002,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
133,1,133,JA.91.Peru.1998,1998,3.468869965,2.742732677,3.808648043,3.132833433,3.164443902,1.39033608,delta,South America,-9.270886,-78.45174,Peru,South America,1a86958a-cc93-84a1-833f-5a0d0e026c9d,BSh Arid-Steppe-Hot
134,1,134,JA.95.PNG.1989.1989,1989,1.642998503,1.491531876,0.62278937,0.667254598,0.558766062,0.680570243,fan,Pacific Islands,-5.439398,145.73142,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
135,1,135,JAVA12.1985,1985,1.521733375,1.237935875,1.283275344,1.292822503,1.682925586,1.132312106,delta,Pacific Islands,-6.920091,112.58208,Indonesia,Asia,0642d911-dfac-ed3f-5386-e5578a5de29d,Aw Tropical-Savanna
136,1,136,JAVA2.1984,1984,1.773325537,1.226490338,1.275205473,1.243131989,0.825818169,0.729418755,delta,Pacific Islands,-6.749281,110.58306,Indonesia,Asia,b2e1bdb5-b17d-d664-0bdf-c5d7c6c6bffd,Am Tropical-Monsoon
137,1,137,JAVA3.1992,1992,0.498686339,0.50514233,0.463557598,0.544608981,0.743550823,0.689757291,delta,Pacific Islands,-6.854915,110.17566,Indonesia,Asia,b2e1bdb5-b17d-d664-0bdf-c5d7c6c6bffd,Am Tropical-Monsoon
138,1,138,JAVA5.1995,1995,1.24250418,0.973018907,2.184198213,1.851246549,2.750408578,1.284207542,delta,Pacific Islands,-6.754231,108.81332,Indonesia,Asia,52a77ccd-eeb2-5cd6-f6c4-826d1a258e8e,Aw Tropical-Savanna
139,1,139,JAVA5.1998,1998,0.64988194,0.584834055,0.866992984,0.894466643,-0.020804906,0.348584732,delta,Pacific Islands,-6.762009,108.82315,Indonesia,Asia,52a77ccd-eeb2-5cd6-f6c4-826d1a258e8e,Aw Tropical-Savanna
140,1,140,JAVA5.2018,2018,0.198141613,0.259324362,0.563776554,0.638767914,0.248618627,0.499905233,delta,Pacific Islands,-6.751867,108.83116,Indonesia,Asia,52a77ccd-eeb2-5cd6-f6c4-826d1a258e8e,Aw Tropical-Savanna
141,1,141,JAVA6.2010,2010,1.088254487,0.878821946,2.889460764,2.355918467,1.49875208,0.994292465,delta,Pacific Islands,-6.235773,108.20044,Indonesia,Asia,1fc74395-f48f-9cc7-0c91-4d79fccd962c,Aw Tropical-Savanna
142,1,142,JAVA7.1990,1990,0.015857232,0.108108348,1.002433883,1.062568678,0.183409165,0.366076361,delta,Pacific Islands,-6.205649,107.87981,Indonesia,Asia,1fc74395-f48f-9cc7-0c91-4d79fccd962c,Aw Tropical-Savanna
143,1,143,JAVA7.2010,2010,1.202776607,0.973542116,3.026188381,2.523129778,2.79346267,1.349096058,delta,Pacific Islands,-6.19215,107.88984,Indonesia,Asia,1fc74395-f48f-9cc7-0c91-4d79fccd962c,Aw Tropical-Savanna
144,1,144,JAVA8.2018,2018,0.399238719,0.401222947,0.107717498,0.233415092,-0.220560997,0.234705247,delta,Pacific Islands,-6.049775861,106.9867289,Indonesia,Asia,fb19fcd2-cd36-c7db-9e2b-b9632216f0c8,Aw Tropical-Savanna
145,1,145,JAVA9.2014,2014,1.589410492,1.085254451,1.244952882,1.181193722,1.397063978,0.982236302,delta,Pacific Islands,-6.014357,106.63317,Indonesia,Asia,3da715b0-cc83-0c43-63b6-75bed54deeed,Aw Tropical-Savanna
146,1,146,KAZ.001.1993,1993,0.746829403,0.867909883,0.850580944,1.029700185,1.322667364,1.155395982,delta,Central Asia,46.467261,77.256803,Kazakhstan,Asia,2a7bd039-a19f-e59e-e9e0-5e12d1b43f8c,BSk Arid-Steppe-Cold
147,1,147,KAZ.014.2011,2011,1.435008832,1.201090287,1.743556659,1.518901236,1.615345788,1.198474765,fan,Central Asia,46.104023,60.864246,Kazakhstan,Asia,f95062fb-14d1-f9d1-e2cf-2854f21c99bf,BWk Arid-Desert-Cold
148,1,148,KEN.001.1989,1989,0.457423599,0.362829631,0.035198074,0.122658922,0.435315943,0.618057483,delta,Africa,4.5685778,36.032135,Ethiopia,Africa,de6ed410-1818-4243-131a-c58c8a8ec79b,BSh Arid-Steppe-Hot
149,1,149,MAHAJAMBA.2004,2004,1.635541333,0.951806419,1.622344334,1.20812475,1.552195338,0.813286538,fan,Madagascar,-16.4197,47.397163,Madagascar,Africa,cef3b643-c515-7d48-b37f-7c199562ab9a,Aw Tropical-Savanna
150,1,150,MALAWI1.2014,2014,1.129419196,1.194824685,0.653400444,0.795463644,1.060757398,0.785281682,fan,Africa,-13.88624,34.576099,Malawi,Africa,03ed7367-abec-f489-06b1-d99b2873eb7b,Cwb Temperate-Dry_Winter-Warm_Summer
151,1,151,MANAMBOLO.2004,2004,0.964953523,0.717521647,1.104593353,0.970105043,1.906821442,0.997743112,delta,Madagascar,-19.1855,44.428446,Madagascar,Africa,a24cc239-1b53-efa0-f913-fc650be88240,BSh Arid-Steppe-Hot
152,1,152,PI0019.1989,1989,-0.048541957,0.079326363,0.749891169,0.739039606,-0.107433958,0.245436883,delta,Pacific Islands,1.885402,98.575117,Indonesia,Asia,737027e4-9fc4-2449-3574-3381dafc07dc,Af Tropical-Rainforest
153,1,153,PI0209.2006,2006,-0.024810387,0.072452558,-0.794271768,-0.818554519,0.134593613,0.434752681,delta,Pacific Islands,-6.798919,109.05695,Indonesia,Asia,62ba5969-0f96-61e1-6f35-8306964bcf4e,Am Tropical-Monsoon
154,1,154,PI0269.1.1996,1996,0.482906878,0.549185664,0.3882889,0.528381109,0.384058144,0.651876085,fan,Pacific Islands,-9.194668,125.52482,Timor-Leste,Asia,933bc5a1-798a-739b-2651-e445db600c42,Aw Tropical-Savanna
155,1,155,PI0354.2002,2002,0.500188071,0.496654802,0.787040317,0.785027128,0.31066355,0.662262925,fan,Pacific Islands,-3.150461,126.24082,Indonesia,Asia,64088856-9da2-2e4b-5173-62e00b9f0cbd,Af Tropical-Rainforest
156,1,156,PI0801.1.2007,2007,0.398633813,0.432413895,0.263507295,0.332354131,-0.16748603,0.113197102,delta,Pacific Islands,12.744353,120.81316,Philippines,Asia,eca682bb-ac97-ec26-983f-3fef5fae05e4,Am Tropical-Monsoon
157,1,157,PNG.010.2011,2011,1.047469327,1.027144287,1.128302199,1.1076512,1.778036851,1.211002199,fan,Pacific Islands,-6.470433,146.55624,Papua New Guinea,Oceania,cc5204ce-6408-4376-af40-04ea2d6cf689,Am Tropical-Monsoon
158,1,158,PNG0066.1.2003,2003,-0.699035669,-0.594573925,-0.675556266,-0.549172025,-0.814182091,-0.763490141,fan,Pacific Islands,-6.693364,147.21121,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
159,1,159,PNG0069.1991,1991,-0.483922219,-0.388921972,-0.61400228,-0.512122786,-0.656260337,-0.467095942,fan,Pacific Islands,-6.721834641,147.4431736,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
160,1,160,R1,2000,1.639287887,1.336498608,1.633011336,1.375248741,2.047424953,1.139409013,retrogradational,Pacific Islands,-10.0478,148.0854,Papua New Guinea,Oceania,55e29ef1-362d-ad44-6034-5e10ac1f6fc7,Aw Tropical-Savanna
161,1,161,R10.1,1986,-0.149070918,0.023719879,-0.22595348,-0.106003986,0.249596447,0.666144005,retrogradational,South America,-13.5464,-68.4792,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
162,1,162,R10.2,1995,0.312322227,0.500183078,0.011384738,0.216177038,0.657454364,0.809197988,retrogradational,South America,-13.5359,-68.4707,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
163,1,163,R10.3,2008,1.008016579,1.086432971,0.347860699,0.616230032,1.851895405,1.087850421,retrogradational,South America,-13.5244,-68.466,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
164,1,164,R11.1,1984,0.119275107,0.351191079,0.23098718,0.557327993,0.339350844,0.722876108,retrogradational,South America,-13.8192,-67.8402,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
165,1,165,R11.2,1990,0.234913776,0.453135172,-0.097383218,0.171367298,0.287231571,0.704240089,retrogradational,South America,-13.779,-67.802,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
166,1,166,R11.3,2000,-0.749113098,-0.632588796,-0.540828794,-0.554391675,-0.96307056,-1.356689954,retrogradational,South America,-13.7846,-67.8047,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
167,1,167,R12,1985,-0.046861664,0.18676723,0.036917686,0.319772819,0.284415421,0.699867175,retrogradational,South America,-13.989,-67.7863,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
168,1,168,R14,1989,0.524659047,0.689619056,-0.002148462,0.221507211,0.324076844,0.708025166,retrogradational,South America,-13.4487,-67.9909,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
169,1,169,R15,2005,0.236336589,0.346549539,-0.326328918,-0.329529755,0.241673674,0.559547647,retrogradational,South America,-13.1683,-69.552,Peru,South America,d369bbdf-24c0-d10e-86de-216caa55b33a,Cwb Temperate-Dry_Winter-Warm_Summer
170,1,170,R16.2,1992,-0.101088933,0.020966264,0.254995205,0.449285733,0.482694588,0.706982804,retrogradational,South America,-13.4642,-68.526,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
171,1,171,R16.3,2011,3.578780013,2.781218262,1.415144103,1.60803307,2.168750159,1.10563427,retrogradational,South America,-13.4776,-68.531,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
172,1,172,R17.1,1984,0.570582061,0.695549735,0.929426347,1.163875166,1.044713112,0.873369388,retrogradational,South America,-13.495,-68.5752,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
173,1,173,R17.2,2006,-0.200316886,-0.082595796,0.036292244,0.196034338,0.116784392,0.572621311,retrogradational,South America,-13.5048,-68.5889,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
174,1,174,R18,1984,0.983187375,1.022822889,1.023121589,1.045177759,0.443363105,0.748619409,retrogradational,South America,-14.478,-67.33,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
175,1,175,R19.2,1986,-0.34271879,-0.241044987,-0.129218411,-0.002159466,-0.49822158,0.18476185,retrogradational,South America,-14.4841,-67.296,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
176,1,176,R19.3,2012,1.404701758,1.354068139,0.481117839,0.58947972,1.559549411,1.037224191,retrogradational,South America,-14.4832,-67.2948,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
177,1,177,R2.1,1988,-0.380998107,-0.337108041,-0.123626369,-0.022475931,-0.273598237,0.029657051,retrogradational,Pacific Islands,-9.5642,149.2851,Papua New Guinea,Oceania,f8d19db1-8c97-c4b8-34a3-59672dab4928,Am Tropical-Monsoon
178,1,178,R2.2,2002,-0.800793605,-0.798826904,-0.892124077,-0.894936201,-0.718028544,-0.42531709,retrogradational,Pacific Islands,-9.5672,149.2848,Papua New Guinea,Oceania,f8d19db1-8c97-c4b8-34a3-59672dab4928,Am Tropical-Monsoon
179,1,179,R2.3,2014,1.135695813,1.141753659,0.886086305,0.920799222,1.30659841,0.970461026,retrogradational,Pacific Islands,-9.5713,149.2851,Papua New Guinea,Oceania,f8d19db1-8c97-c4b8-34a3-59672dab4928,Am Tropical-Monsoon
180,1,180,R20.1,1984,1.187060608,1.187990132,1.19995632,1.18268611,0.530663916,0.76319993,retrogradational,South America,-14.5463,-67.2865,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
181,1,181,R20.2,1990,-0.256212823,-0.144351239,0.350070046,0.470220021,-0.298160511,0.355457555,retrogradational,South America,-14.5405,-67.2794,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
182,1,182,R20.3,1996,-0.201496059,-0.083048273,-0.221331634,-0.097311033,-0.012456594,0.530025507,retrogradational,South America,-14.4881,-67.2485,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
183,1,183,R20.4,2015,1.879698163,1.693333957,1.538674109,1.432189268,2.131152464,1.145342849,retrogradational,South America,-14.5248,-67.2645,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
184,1,184,R21.1,1984,1.187060608,1.187990132,1.19995632,1.18268611,0.530663916,0.76319993,retrogradational,South America,-14.5358,-67.2532,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
185,1,185,R21.2,2012,1.4559085,1.381175255,0.32419415,0.427287063,1.456279735,1.00807078,retrogradational,South America,-14.5386,-67.2033,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
186,1,186,R22.1,1984,1.670775875,1.546664807,1.503864177,1.441312817,0.632624852,0.793095042,retrogradational,South America,-14.5625,-67.1967,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
187,1,187,R22.2,2004,1.173634508,1.166571566,-0.159067588,-0.059488828,0.397672586,0.711958598,retrogradational,South America,-14.5792,-67.1861,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
188,1,188,R23.1,1984,1.809945709,1.648338973,1.585345888,1.507254837,0.757809375,0.826331338,retrogradational,South America,-14.641,-67.082,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
189,1,189,R23.2,1984,1.888414624,1.692194196,1.389254737,1.411572321,0.68945994,0.774535773,retrogradational,South America,-14.6737,-67.0843,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
190,1,190,R23.3,2014,1.943540888,1.743975168,0.916348001,0.963160127,1.263820094,0.95360694,retrogradational,South America,-14.6436,-67.0744,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
191,1,191,R23.4,2016,0.681259412,0.727199192,0.84001885,0.928526343,0.912672596,0.83564225,retrogradational,South America,-14.68,-67.08,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
192,1,192,R24.1,1984,1.888414624,1.692194196,1.389254737,1.411572321,0.68945994,0.774535773,retrogradational,South America,-14.7559,-67.0448,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
193,1,193,R24.2,2003,-0.827827834,-0.80009958,-0.802001069,-0.845338799,-1.128128827,-1.403014633,retrogradational,South America,-14.743,-67.0582,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
194,1,194,R24.3,2012,1.390322352,1.312422544,-0.010951073,0.099632097,1.305911997,0.933825207,retrogradational,South America,-14.688,-66.993,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
195,1,195,R24.4,2014,1.858049542,1.669979144,0.835120845,0.924017322,1.390985429,0.946995908,retrogradational,South America,-14.727,-67.061,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
196,1,196,R25,1984,1.862553608,1.666227741,1.248863137,1.363625776,0.723273716,0.81390172,retrogradational,South America,-14.9322,-67.001,Bolivia,South America,c874f699-0264-fdd0-617d-2a73b7a1ca29,Af Tropical-Rainforest
197,1,197,R26,2009,0.826956203,0.933388859,-0.199854359,-0.122727885,1.04668078,0.930303981,retrogradational,South America,-15.088,-66.7618,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
198,1,198,R27,2006,0.478490555,0.562800424,-0.023038265,0.128743661,0.469539684,0.747198385,retrogradational,South America,-15.1573,-66.5493,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
199,1,199,R28.1,1993,0.688932971,0.750934954,1.18928898,1.326289926,1.692854321,1.064569143,retrogradational,South America,-15.1312,-66.3277,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
200,1,200,R28.2,1993,0.688932971,0.750934954,1.18928898,1.326289926,1.692854321,1.064569143,retrogradational,South America,-15.1312,-66.3277,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
201,1,201,R3.1,1988,0.733252075,0.749963503,-0.336765805,-0.275207228,0.636269482,0.632080963,retrogradational,Pacific Islands,-9.4622,149.0964,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
202,1,202,R3.2,2002,-0.677075016,-0.615552229,-0.954806482,-0.981142058,-0.279966661,0.051386889,retrogradational,Pacific Islands,-9.432,149.0949,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
203,1,203,R30.1,1984,-0.278435034,-0.150372051,0.444924776,0.585864413,-0.367639165,0.267845424,retrogradational,South America,-15.4287,-66.3279,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
204,1,204,R30.2,2011,0.670463071,0.766492865,-0.42187419,-0.304097631,0.519490125,0.736965126,retrogradational,South America,-15.4016,-66.332,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
205,1,205,R31,1984,-0.296007619,-0.173754417,0.403092841,0.553769756,-0.459710149,0.162895961,retrogradational,South America,-15.3568,-66.2579,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
206,1,206,R32.1,1984,-0.44770213,-0.366297612,0.324688748,0.461645092,-0.752426509,-0.183075279,retrogradational,South America,-15.6519,-66.1216,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
207,1,207,R32.2,2012,0.42323701,0.547691861,-0.311479675,-0.20129,0.209706385,0.585068087,retrogradational,South America,-15.6506,-66.105,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
208,1,208,R33,1986,0.058544116,0.207999285,0.109017423,0.250126876,0.673533098,0.762888306,retrogradational,South America,-15.8612,-66.0646,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
209,1,209,R34.1,2002,-1.149988239,-1.406157908,-1.156634766,-1.28371201,-1.029485819,-1.779509702,retrogradational,South America,-16.2666,-65.8723,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
210,1,210,R34.2,2012,-0.036264153,0.068120282,-0.546893724,-0.518663387,0.274007632,0.640297083,retrogradational,South America,-16.2996,-65.8757,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
211,1,211,R35.2,1990,0.522450368,0.652496582,1.372203693,1.274626275,1.582771605,1.036578373,retrogradational,South America,-16.4428,-65.7126,Bolivia,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
212,1,212,R36,1984,0.886911537,0.887932448,1.320405765,1.242347285,0.766383457,0.963768102,retrogradational,South America,-7.5991,-75.4381,Peru,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
213,1,213,R37,1984,0.80201693,0.800036908,1.139761081,1.103318064,0.650398335,0.859063739,retrogradational,South America,-7.4998,-75.2996,Peru,South America,2b1472a7-3382-b2a9-6914-fb6b93bb6460,Am Tropical-Monsoon
214,1,214,R41,1989,1.594206869,1.487381976,0.77883015,0.831215013,0.788457576,0.753717889,retrogradational,Pacific Islands,-4.6912,137.2953,Indonesia,Asia,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
215,1,215,R42,2004,0.188228481,0.273266195,-0.074900836,-0.002497827,-0.143165778,0.241542401,retrogradational,Pacific Islands,-3.884,141.9648,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
216,1,216,R43,1992,0.479265147,0.544665036,-0.018860731,0.046492445,0.148765344,0.476881687,retrogradational,Pacific Islands,-4.1237,142.2188,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
217,1,217,R44,1989,-0.087082676,-0.027119496,-0.382573473,-0.340973617,-0.018480937,0.338575974,retrogradational,Pacific Islands,-4.1232,142.3248,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
218,1,218,R45,1987,-0.027879002,0.067229647,-0.858253494,-0.915575034,0.020836033,0.308921937,retrogradational,Pacific Islands,-5.5959,145.3963,Papua New Guinea,Oceania,57912377-9f5b-a79f-281e-5dc891739f56,Af Tropical-Rainforest
