site_name,avulsion_year,av_type,site_area,year,z_p95_q,zlog_p95_q,z_mean_q,zlog_mean_q,z_flood_dur,zlog_flood_dur
R43,1992,retrogradational,Tropical Island,1986.0,-0.508821568283114,-0.48008861978162826,-0.8434541243080879,-0.8610923032918641,-0.5159167650488515,-0.15604880113527808
R43,1992,retrogradational,Tropical Island,1987.0,-0.5532332736978977,-0.5295242838788979,-0.749887249662629,-0.7522365323676498,-0.5491421738892069,-0.20183186082650675
R43,1992,retrogradational,Tropical Island,1988.0,-0.16405475608320444,-0.10679165839960145,-0.3848016803648583,-0.34214994781497615,-0.08398645012423167,0.2960919585701105
R43,1992,retrogradational,Tropical Island,1989.0,-0.6258212398316235,-0.6110161238818956,-0.3721620120466315,-0.3283506004721588,-0.6155929915699176,-0.3006986480074165
R43,1992,retrogradational,Tropical Island,1990.0,-0.7333938314017793,-0.7333994646995371,-0.24873602162059952,-0.19493318683993366,-0.7152692180909838,-0.47178310447098054
R43,1992,retrogradational,Tropical Island,1991.0,-0.9479108821953186,-0.983442620555648,-0.996484004406947,-1.0426451700966852,-0.8813962622927606,-0.8522580129538028
R43,1992,retrogradational,Tropical Island,1992.0,0.4657220807243174,0.5314518238400622,-0.024223608163595037,0.04176503984734326,0.14859141175825594,0.4717650138306731
R43,1992,retrogradational,Tropical Island,1993.0,-0.20548124073307986,-0.15069737024208513,-0.4670862212015713,-0.4326173024938707,-0.2833389031663639,0.11390244250919572
R43,1992,retrogradational,Tropical Island,1994.0,-0.837719575364298,-0.8539844285574831,-0.826556322004531,-0.8413147780779795,-0.8481708534524053,-0.7628221250971884
R43,1992,retrogradational,Tropical Island,1995.0,0.35584504117629234,0.42385472462771295,0.4419756757377453,0.5103815552397002,0.9460012239267849,0.904178601968428
R43,1992,retrogradational,Tropical Island,1996.0,-0.8346819823052682,-0.8504464882519788,-1.1341102850712674,-1.2098088430382588,-0.9478470799734714,-1.0616484649730613
R43,1992,retrogradational,Tropical Island,1997.0,-0.7581136883000623,-0.7618009604011525,-1.5610550534499918,-1.7537454765114489,-0.6820438092506284,-0.41122231284576494
R43,1992,retrogradational,Tropical Island,1998.0,2.683688770275729,2.4319669626851375,0.4558403691521914,0.5238746045511201,1.045677450447851,0.9465181106974069
R43,1992,retrogradational,Tropical Island,1999.0,0.12509267975998314,0.19285256820307595,-0.7125458523753071,-0.709235771476146,-0.21688808548565316,0.1786430476563159
R43,1992,retrogradational,Tropical Island,2000.0,-1.4179784499780534,-1.5616530502103994,-1.3929659407335293,-1.5348104157082623,-1.180424941855959,-3.0129269213549503
R43,1992,retrogradational,Tropical Island,2001.0,0.33646725883317735,0.4047214131581191,0.09000931188687283,0.15935886786575496,0.31471845596003284,0.5797422277599351
R43,1992,retrogradational,Tropical Island,2002.0,-0.9267524753703509,-0.95841453723519,-0.725708166652933,-0.7243644900714802,-0.7817200357716945,-0.6060641543054226
R43,1992,retrogradational,Tropical Island,2003.0,0.6567762096784844,0.7150200177917765,-0.13707548913566509,-0.07626763085939439,-0.11721185896458704,0.26807893551293027
R43,1992,retrogradational,Tropical Island,2004.0,-1.1003404861329291,-1.1662057163843718,-1.0402990513364458,-1.0954560399706172,-0.9810724888138268,-1.186949861745397
R43,1992,retrogradational,Tropical Island,2005.0,0.04344412239281393,0.10941964206774885,0.5000192190037943,0.5667062004486012,0.015689776396834457,0.3754377859376809
R43,1992,retrogradational,Tropical Island,2006.0,0.0825663769335631,0.14951018498978247,0.5389788014501999,0.6042734879808616,0.28149304711967743,0.5591179561391381
R43,1992,retrogradational,Tropical Island,2007.0,-0.058315127770752644,0.004149390354641894,0.5025385325779768,0.5691412458686101,0.015689776396834457,0.3754377859376809
R43,1992,retrogradational,Tropical Island,2008.0,0.03901885626961338,0.1048716247654635,-0.26974345310854686,-0.21747233628698115,-0.21688808548565316,0.1786430476563159
R43,1992,retrogradational,Tropical Island,2009.0,-0.052763631075637245,0.009929855663104819,0.2334305653874381,0.3044072970402453,-0.18366267664529778,0.20941192169323375
R43,1992,retrogradational,Tropical Island,2010.0,1.7505192001057837,1.6888798330032446,0.06930826355599501,0.13818665123949317,1.2450299034899832,1.0258639380649777
R43,1992,retrogradational,Tropical Island,2011.0,-0.42837759043986523,-0.3913481666134272,0.45462304993207076,0.5226908984069031,-0.4826913562084961,-0.11239597296989197
R43,1992,retrogradational,Tropical Island,2012.0,1.1016525363975755,1.126166274585394,1.256063407100907,1.263766473930482,1.1121282681285618,0.9737190466557508
R43,1992,retrogradational,Tropical Island,2013.0,2.0025346794170353,1.8967633177819816,2.760061603049308,2.4815421743974024,3.404681478113083,1.617418527797568
R43,1992,retrogradational,Tropical Island,2014.0,1.0071468238310954,1.0406511343049651,0.946266143681788,0.9860152609668825,0.6801979532039419,0.7809372863399539
R43,1992,retrogradational,Tropical Island,2015.0,0.06119848093210982,0.12763940919857675,-0.27115688596962845,-0.2189912896808127,-0.11721185896458704,0.26807893551293027
R43,1992,retrogradational,Tropical Island,2016.0,1.999182852593277,1.8940351087190188,2.396134154132663,2.2046932030647137,2.806624118986686,1.4872826711605736
R43,1992,retrogradational,Tropical Island,2017.0,0.09995411265487608,0.16726120931333985,0.8113762251347856,0.8617496184578763,0.38116927364074354,0.6196787477643542
R43,1992,retrogradational,Tropical Island,2018.0,-0.0850249642543023,-0.023723163746845518,0.0681891927802243,0.1370403855904194,-0.05076104128387629,0.3232928945284539
R43,1992,retrogradational,Tropical Island,2019.0,-1.7234398135421618,-1.9622003842015292,1.7950915208182658,1.7235436776989874,-1.180424941855959,-3.0129269213549503
R44,1989,retrogradational,Tropical Island,1984.0,-1.3005684399003385,-1.4121595725617886,-1.5333175371395278,-1.7194655600919184,-0.8330073873037509,-0.7541807986499157
R44,1989,retrogradational,Tropical Island,1985.0,0.5367480970305414,0.5997878167488063,0.36422504852592685,0.4347952578861258,0.151884699157309,0.4722706947708872
R44,1989,retrogradational,Tropical Island,1986.0,-0.48962312927308094,-0.4589947069678208,-0.7931820490761948,-0.8031636561485859,-0.4933894264551095,-0.14913718688260438
R44,1989,retrogradational,Tropical Island,1987.0,-0.47536325778623006,-0.4432437892640236,-0.7495969370353607,-0.7525879231363808,-0.5273512225399737,-0.1955733784314547
